domain,tld,status,description,ollama_country,final_country,processed_at,company_name,date,source,location
ccmaui.org,org,published,The Community Clinic of Maui is a nonprofit healthcare organization that serves the community of Maui as Mālama I Ke Ola Health Center. We are a proud member of the national Community Health Center movement which was birthed by the civil rights movem... 40963,United States,United States,2025-10-20T15:43:59.955505,,,,
craigsteven.com,com,published,"Craig/Steven Development Corporation has earned a solid reputation in the development of shopping centers, office buildings, mixed-use developments, industrial and multi-family residential projects. 2417980",United States,United States,2025-10-20T15:44:00.648823,,,,
emainc.net,net,published,"Electronic Maintenance Associates (Electronic Maintenance Associates, Inc. (dba EMA) provides products, services, training, and more related to Medium Voltage Variable Frequency Drives. Celebrating our 33rd year, over 98% of our customers say they ar... 43029 smithandcaugheys.co.nz published In 1880, showing great courage and enterprise for the time, Marianne Smith (nee Caughey) established her own drapers and millinery. With the vision of providing the early pioneers of Auckland and beyond with quality merchandise at good value and with... 43656 heras.co.uk published ** UPDATED ** SCREENS AVAILABLE ** Heras is an European leading end-to-end supplier of permanent and mobile perimeter protection solutions. We operate in over 24 countries and employ more than 1100 highly skilled experts. Experts in perimeter p... 49008",New Zealand,New Zealand,2025-10-20T15:44:01.509041,,,,
cfymca.org,org,published,"Founded in 1885, the YMCA of Central Florida is a non-profit youth development. The Y provides kids, adults, families, and communities with support, programs, and classes such as aquatics and fitness. The YMCA of Central Florida is based in Orlando,... 45350",United States,United States,2025-10-20T15:44:02.106834,,,,
aytosanlorenzo.es,es,published,"450GB Data | Ayuntamiento San Lorenzo de El Escorial is a company that operates in the Government industry. It employs 2,001-5,000 people 43239",Spain,Spain,2025-10-20T15:44:02.589987,,,,
valleyjoist.com,com,published,"Screens was uploaded Valley Joist + Deck is a company that designs, engineers, and manufactures steel joist and deck product systems for commercial and industrial projects. It has over 60 years of experience, a family culture, and a commitment to... 56826",United States,United States,2025-10-20T15:44:03.178473,,,,
longviewoms.com,com,published,"Our mission is to help patients live healthier lives. We provide a caring, compassionate environment where your comfort and health is of primary importance. 47280",unknown,United States,2025-10-20T15:44:03.828520,,,,
sysroad.com,com,published,SYSROAD is a leader in the field of integrating high value-added IT and telecoms solutions. It uses the power of technology to support business growth in the digital age. Our expertise in innovative technologies from manufacturers and publishers such... 48906,unknown,United States,2025-10-20T15:44:04.468535,,,,
highwaystrust.com,com,published,Highways Infrastructure Trust operates as an infrastructure investment trust. The Company invests in roadways and highways projects. Highways Infrastructure Trust serves customers in India. 45498,India,India,2025-10-20T15:44:04.986229,,,,
cafesnovell.com,com,published,"The structure of the Novell Group is made up of several companies oriented to the different business units: Restaurants , with service in both bean and ground coffee and capsules; Retail , aimed at domestic consumption and large stores; Catering , re... 45540",unknown,United States,2025-10-20T15:44:05.680055,,,,
sunpetro.com,com,published,SunPetro takes pride in having established itself as India’s second largest private oil producer. 45824,India,India,2025-10-20T15:44:06.184092,,,,
kharafiglobal.com,com,published,Kharafi Global was established in 1993 by founding family members Waleed Al-Kharafi and Haidar Al-Naqeeb to develop and operate food beverage operations in Kuwait and neighboring Gulf countries. 45563 mgops.sedziszow-mlp.pl published The Social Welfare Center conducts its statutory activities based on applicable regulations. We grant monetary and non-monetary benefits. 45836,Kuwait,Kuwait,2025-10-20T15:44:06.856159,,,,
pressurejet.com,com,published,"PressureJet is ready to prove ""THE BEST QUALITY"" among all manufactures in India and also guarantes ""THE MOST REASONABLE PRICE"" 44820",India,India,2025-10-20T15:44:07.406951,,,,
multigroup.info,info,published,"Multi Group distributes industrial kitchen equipment. The Company offers a wide range of refrigerators, deep freezers, ovens, cooking stoves, electric grills, dish washers, and accessories. Multi Group serves customers in France. 44876",France,France,2025-10-20T15:44:07.995568,,,,
valleylandtitleco.com,com,published,"Once you have invested in a home, you may want additional information on how to keep it looking beautiful all year long. Valley Land Title Co. makes it easy for you to successfully complete any home improvement project by providing you with important... 43261",unknown,United States,2025-10-20T15:44:08.594220,,,,
londondrugs.com,com,published,"London Drugs is a Canadian retail pharmacy chain based in Richmond, British Columbia. As of June 2021, the chain has 78 stores in the provinces of British Columbia, Alberta, Saskatchewan, and Manitoba. In addition to pharmacy services, London Drugs l... 44225",Canada,Canada,2025-10-20T15:44:09.181962,,,,
telekom.com,com,published,"Deutsche Telekom AG, trading as Deutsche Telekom is a German telecommunications company headquartered in Bonn and is the largest telecommunications provider in Europe by revenue. It was formed in 1995 when Deutsche Bundespost, a state monopoly at the... 47089",Germany,Germany,2025-10-20T15:44:09.747519,,,,
powertestdyno.com,com,published,"Power Test. Test & Measurement Equipment, Manufacturing. Revenue $32.6 Million 5 Terabytes of private information. 4500000 files. Passports, bank statements, credit cards, blueprints, personal information of clients and employees and much more. 46947",unknown,United States,2025-10-20T15:44:10.544547,,,,
originalfootwear.com,com,published,"Original Footwear is the leading manufacturer of occupational and tactical footwear for military, law enforcement and first responders. Founded in 1999, and based in Morrison. Tennessee, Original Footwear is the parent of Altama, Original S.W.A.T and... 48264",United States,United States,2025-10-20T15:44:11.123292,,,,
ramfoam.com,com,published,"Ramfoam manufacture and engineer foam for all aspects of the sports and leisure industries. We supply raw materials through to finished products, branded or unbranded, to Corporate clients, private and social clubs, schools, universities and even to... 42728",United States,United States,2025-10-20T15:44:12.117062,,,,
qualityplumbingassociates.com,com,published,"Quality Plumbing Associates, Inc. is committed to providing our clients and customers with the best possible value, quality and workmanship available in the industry. We will strive to be pioneers and leaders in the plumbing field by continually educ... 40941",unknown,United States,2025-10-20T15:44:12.809328,,,,
carcajou.fr,fr,published,"Groupe CARCAJOU : engineering and industrial equipment designer 270 gigabytes of data were stolen, including: Photo and video of the equipment produced, information about purchases and partners, insurance on ETREM/ALTAIIRE/SERIMECA (Carcajou is the... 44643",France,France,2025-10-20T15:44:13.412254,,,,
heartlandhealthcenter.org,org,published,Heartland Health Center is your home for healthcare. Our providers practice using an integrated approach. This means that staff work as a team to address all aspects of your health. 44897 sunwave.com.cn published 2023-08-07 [公司新闻] 倒计时3天丨Sunwave三十周年庆典暨全球合作伙伴大会，即将绽放精彩! 关于三维 三维通信股份有限公司是国际主流的无线通信解决方案供应商，行业公认的无线信号覆盖、无线专网通信、无线信号安全、卫星通信服务领域的专家。 52666,USA,USA,2025-10-20T15:44:14.784568,,,,
21stcenturyvitamins.com,com,published,"https://mega.nz/folder/E3kmAZyT#KkvAaGlF3g0Pud4cwhxZpg The remaining data is bought in private. 21st Century, one of the largest international manufacturers of dietary supplements 41046",United States,United States,2025-10-20T15:44:15.476907,,,,
